rating,name,reference,price_level,lat,lon,opening_hours,vicinity,photos,id,types,icon
,Dunkin' Donuts,CnRwAAAAFpuIDpT54CSYTQv1pY8bt2lbckd9wgCxZ2Xh1Yw5PlpyuHOtEacUrifP1TrKV92iiVDi7KL1AAXaCguEbyKB4u0ienp_c0guTqKe1Rtiy4-4Kwn-PI6-kX-wo-E1BdNNmmmpwBKCRrdsJNDDQ5aeQBIQPHwx9ImfmVeTMSCSUqhSiBoUyVODoepN8lckuItYnEeHvl4oFgc,1,40.736568,-73.857715,{'open_now': True},"99-25 Horace Harding Expy, Flushing",,fee1c2239a33c94925d0382eadb2598cf0ecd691,"['cafe', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
4,GHOST,CnRnAAAAbnuqmRUYWhGcwaOTo7f-5A4lQATlteQjg7fV7htrZfMx-HTLO9dEvjZ6EvIMXNqMUgpxKx08IkpzcSK_Vg3Cjh3-Mat1dveDh0EM3Mq0PtWLOAqJruqDmSZ6LKfvtdeCuqvOWY4t4pGxA6RSznqy3hIQzPpG8qtS5VYKvw3jWCWhmxoUSleRQO5xPRUeO173fZMMm-peEKo,,40.718818,-73.991491,{'open_now': True},"Ste. A, 132 Eldridge St, New York","[{'height': 600, 'html_attributions': [], 'photo_reference': 'CnRnAAAAxDXYe640G4cr50W8zNFPf3-baq1fqOKLbFguh6BoL-L3q9PEPl4-9ij1Xy0MD8e3esPLU5sGfH0RgPDAvVnQb-i6IYsX7iP1y3uy8axqvEPpDdhLyA5P--lOZRi42eHNkFC01Oz6rTyF4nEPi8sQAhIQQjm6oVub7Pie0d80WuXMNhoUDhpe6GwIUnXXTfn8E5rxltblmm4', 'width': 900}]",fda977ca726ee06bc8dcee8f2f60154556c4be2d,"['night_club', 'cafe', 'bar', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png
4.2,Piccolo Cafe,CnRuAAAAXe7PRbppLlLKijh0IbI78W4MrUwDi4_tIANSsE8RwiVNuhNFxiwCSI-kXHQVXGcQmLrbsYWq00NM6R6XOayvmjLux-FkgVyCzc3P6H90wLS3WC9IKcsNnmMFhemfvyajFXYrylF_HCjjeWc1yrEVQRIQYXyLXOchKe0CIyP8nXGo0xoUxb0GsyLCqT2W997prFckf3cNVAI,2,40.734259,-73.986233,{'open_now': False},"157 3rd Ave, New York","[{'height': 768, 'html_attributions': ['From a Google User'], 'photo_reference': 'CnRsAAAAhmBIBDszElYMGvx4_ZQ9H0QmBExxCwKGOVp4Zw437OFnFygbE_vQDe6wjWF66srdjMnnq0xJREJWmPk4bs1A0eig_Cph-tjcrMMEElQrDK58S9TG9P3-pBn0NfIJBYny7hYmuUwmKuLX8fZgeXqo2hIQx-WuaxtWI32SiooAVbWP9RoUCrI8Zux0EkWu_MrBB1IjRzrHSDA', 'width': 1024}]",430472daea59aa47a468ab985e71038500fcdeb7,"['meal_takeaway', 'cafe', 'restaurant', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Hoboken Catering,CoQBcgAAACuzBB6eiGnKA__4612r0uS4sxjzUrp-YlW4u96B-CV6Ynry_CjuY5oWZZF7ONt7bst4Ch5diMppN2SJiC7e1tGvg3ILwhfX-nsw-fpnXkHgrbkQLIjrzfaBxR4pCo9jut-oOuzCk_1kLI9_i1qFy4Cytnp8SPoeQcOhFhoFTKiqEhDU-nrVz6UaTQFqv8k3xwtBGhRrcVJmFKszyOX1-afiRAdZpNPvKg,,40.747937,-74.028015,,"918 Washington St, Hoboken","[{'height': 154, 'html_attributions': [], 'photo_reference': 'CnRnAAAAMr0I-mqqIUMmfOwMSEtZMFmaCoRFKbAkLMnhLdDjCXlN56AXnTXBtp9RHO0yvhEtTuq3gp_eQcjNoCaFL82k2l8uSagxopb3KIKn0OiXwSmQfygC87sueOs3lr10P0J7jZgQN9GDjoEJp4kHVCO-TRIQBcD1ZXaJAKjDiEiCVelgUBoUhX8EyRa3gBH0Fhaf_SCw2jXtCWM', 'width': 160}]",eb11a1eafc5ba46f05e55bc181c9b0084e671c27,"['store', 'cafe', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Game Cafe St,CnRvAAAAW8w-JiIPnv-jWWa1xAs1zUXO9auvrTHjRDQpgAiB5ImbycEo2AC9au1lnir_i6v9S1jvxGwp8BAK7zLuVDqRyfunBL420YcgJ4V7mcvA4kEqT_0reKR6An_1TV54ffeJ8sQd6HTze5gFZFrdMUwLhhIQYX8O1eQdutE63KRop7US0RoU0o9puHaR3l-neEP0hQvFAb-iL3Y,,40.604956,-74.007682,,"1723 Bath Ave, Brooklyn",,1fd02d773e970b687cc7ad6743843414fc0e9589,"['cafe', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
3.6,Warma Cafe,CnRrAAAAidJEHcBQuP1kiwWl5MmOEX6ZemZ9ej0Gwl8gwpSybUoQQIJBYBt-QjBXod3PKKeWNUE2uk2N3WSZ7tmkqY0BU-B0PyvyS_Hdl7TPkXYZdCn7x99nibJPSVZGboJZ4Bq_6AawTTJXn244IN43fl_0ShIQa96pBwkenBom0RHV6ySA7hoU0484Q25MijNwmNQ0lPs__8l-V48,1,40.710337,-73.948566,{'open_now': False},"442 Lorimer St, Brooklyn","[{'height': 1367, 'html_attributions': ['<a href=""https://plus.google.com/116707993342200424883"">Mary Jones</a>'], 'photo_reference': 'CnRqAAAAMBUZBIB2SSFmInN-sY_Zr5h7gdcnb8gsLHU_vZYw-DnKkfEG4d6iDYpw7INuecEHToSqQcp8php7JTT5-JeQuVVIsC2e6OfzbOkHlxpwgwNWZoni1oP4oXUri63w68EOlyk6hO-y3kZGuFGCPuaXNxIQWxT5VSU2EKnfCRjz9Fty3xoUGfe76Uf71iq8DVcqUOtL0u49TxA', 'width': 2048}]",8ba0795484825984fae8347543b91099d02e1bb0,"['meal_takeaway', 'restaurant', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
,Parisienne Cafe,CoQBcQAAAMJ_1H3K92PCzSKIR36ahe0jFJ9IOTCZu2wJrC-8iinyod2W2l2QtptjTyFmkYqD0ssNuuCPLyy5-8xdrqEJ947f0QcR2kNsxEovVvtIS-VGcq_Bl6-pKg-KB-7jlefGVo8o8xohV-1FIj-b2U-glMMf_IJMkX9NAXUYn1y3kccDEhA_kBGi0nwHrJCnX8FFbFImGhTYxwHrbXZKQLwJi6SPUwhkeh6aPg,,40.854336,-73.888792,{'open_now': False},"2339 Arthur Avenue, Bronx",,6cbee3cfd90cccd6143f1d4ac86d606cf17aa201,"['cafe', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
3.4,Au Bon Pain,CnRtAAAAJsteo5lDJGvOvO36_yZFxvnSWZ3mdJaPbHd1BCobKXUqfEqeGgs2RieNqujib2JWlmssZnz-4ijleHOyCn3aA7ULVX3PlmX5K_FkR8yp6IPpb3jTPwNyS2anlUV9t32ICz9f8QRrhuwal6-3NjpkKBIQxC3qp1mANxoL4wcRFLISwhoUjvOS6jTD148ViTsUuGHh4vIGQwU,1,40.730895,-73.993471,{'open_now': False},"58 E 8th St, Manhattan",,b85e80c546ce19dc91e87b82af9daaf0b22cf05c,"['cafe', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
3.7,Yorkville Creperie,CoQBcwAAANb_M51Aooa3NWR3hZl5E0Bnt6Rabpysrx_3p92bmkHliQPmQDvATu1FSzVtGuBobb-YexeL0A6yz6KRW-MUCD4wM3o1Y7ah0vNJ3vwx6rd1XHWubgpXGVZzuAeUHLZwce3kK1BsoiwWN6BHTkEjto72O89F8rFoBSm2LgDh88HvEhD7YAIMwlcIkyqik6l8rtexGhRyz8v7CMIQNrLP5-6oEFpiDqxerQ,2,40.774245,-73.94809,{'open_now': False},"1586 York Ave, New York","[{'height': 1600, 'html_attributions': [], 'photo_reference': 'CnRnAAAAZ_4NUWfDXAPm_6IzPqCV-8EybsFPLABSg4pr8qDki7K79qMC4ZooDviipxkLg8WZwzhGoEKWQG6BPMzymAfyJA8rhxw49zuCDrjLKHNwArcFvDrtfkLK-0mhVCcc_0QgMtw53rRjKZLSevcu0kRTDBIQXUEvL0fZqcS7qvKDcO2UkRoUvmtVEPEPbNIyAxHGPXEgLkNH3l4', 'width': 2844}]",ef1ce473cacddb809f5392642a4fdb8da76844f7,"['meal_takeaway', 'cafe', 'bar', 'restaurant', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Kung Fu Tea,CnRuAAAAN8mFDt1KtveRLFhu7AxAzrJeYGqdiKAwLIIWynk0y14U1S0tYgxdcuqivTIkzvtMiBEqIWhBO9d4c9Y5C9CwILah73012i9NES_qkzGyis7-11QmSmJqE7oHYVkeSUuO91h1TON-jLLWFlxlYGK4shIQyiKakO0Oh7LZOUDevbYUyBoUoCfPj1ZUygEEbxVaBiq0X8s2Phs,,40.737531,-73.876748,{'open_now': False},"8612 Justice Ave, Elmhurst","[{'height': 540, 'html_attributions': [], 'photo_reference': 'CnRnAAAAjnkOXc2R2yi-nDjt0QYWg1DNfRgrCnd4hfn7NXfraeQB6WHde6FnI-6SAVFbzHA68e9W-eTFLIE3nua4eHEaQ6_WKC3rfrdDzEcNevviNbiHNAP3TNpgwOa4xuzRBlGwFFXwYWCHcCkoplfWOFNR9xIQke0lnKxVGfuIuQUJPg4euxoUgaq9xcpLiZ3QI9xCPEhil07yuoQ', 'width': 720}]",a2b6b71241dc1ec50fc7e5c35288e821e9ff2f86,"['store', 'cafe', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Edita Coffee Shop,CoQBcwAAAPsZydJkv1m4ConDYhP-ltvjILCMb2eXYffQBzCGNVz7MheCzncO_MwZ8YEh-L43yRdI-UzJsZhnHF4JwUjZqECr73mOSeO9NJnyKYx9-az9lnd-5sZmdop1mK3e4d80KTq9SikZyq7Q2gGl4dmZOguSUIcYYGaARTI_MLpH0f9rEhCq7sxMiwU2MbenFNBXvGuhGhS3JkVoUxScIvKVaFNsru55cbwyRw,,40.84193,-73.919115,,"1431 Cromwell Ave, Bronx",,a1c7ded3ae6d3a4bc9e5355a3581e7f72e6398de,"['store', 'cafe', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
4.4,Radiance Tea House & Books,CoQBfAAAAB9ze5f7GzDV8Lt3ePFG8r8HznmvDnb9dJ78OYZv5yrBowrx0gF0lc3RAlh3r6MvScqnvAUO6BzdMktNoK62Ri0rpSrJ-v84HtBfYNR1lWzKLSJW_qw32RDj35NfyuzAA1dWTZNTZSiip5liSIyRDozDzjRQu13lkDFby8wTA-HOEhBx8iN6n7OYYWDL48PUere_GhRMsboN0S8gcuNKkxJSZveXvVYjxA,2,40.763797,-73.980619,{'open_now': False},"158 W 55th St, New York","[{'height': 683, 'html_attributions': [], 'photo_reference': 'CnRnAAAA2sUmpCbGGz-1quyBqC5z2_scF48w9bneP3msNLkOQo61OUdQAQH_0VJ8YT7GTtpmydSuGnY2ZgOKetaiiapaphElS4mpnLWGuRMiGUkKtwZVR1i-c90RHGm0-t9DV2B-e40LGMTMuFs9pFPtgDfCtBIQcNshh9UAKLChry1vt9dncxoUGs51LP3xl2_OD6kxTnxxYutb51w', 'width': 1024}]",1be8209819799f60b2a7b0b7481efd6a7d731582,"['book_store', 'store', 'cafe', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png
3.8,Lenny's,CnRpAAAA6ZlzN17EQ4_GDDveVj9VrbQcB2RsVisghPBwm29bWDiHpret-CUjsT5n-xrTFtRZmN-VEq8HbwmhcTuiVJjeh8Vn1FbZanqhIs9pm1FVFfPP4uSIn7psypVjpEKyEEYKV15dp0DHUk97Hncnx0JcWRIQIrgcCosdWv59ti-5oma3AxoUYED7p_u7y_2a1Q-SKG5QREpWNas,1,40.758933,-73.979486,{'open_now': False},"30 Rockefeller plaza, New York",,148ca85ce06e85865682bd8267a90d9e4d38dffc,"['store', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
4.3,Haab,CnRmAAAAy0upXsUb7tNIK_YiuKKS1-tsdr1j7XhHuE528QLKzrb22bsKCqKlNJR1Gj_fYr4-cM3WpP905OUXwmiC6h3ScV6rTeQBHIMTNht6-R8ynOiz4LLezCvRbW3F4L0GP6XPpYTpYAQbmwqKwfzNcxvpGhIQS08105IVAi4sNj9dD1UophoUDW002nbr85y7RW4yUSNPniHvZU0,2,40.738944,-73.917826,{'open_now': False},"47-22 48th Ave, Queens","[{'height': 1024, 'html_attributions': ['<a href=""https://plus.google.com/104392152212137169598"">joaquin velazquez</a>'], 'photo_reference': 'CnRoAAAASeR5V9Tj4EauDKOTjozXhLUvnRIYlmVbNF_ZreuvgDciZNUx_4TZX8IOsXsxZPi-4Hm-V118n_3SFl2TiqRIa2HzrXjeb7TzCkAigvgVCQ3JKOVEmsld5OAklaHXEkTTDTSrKsgix8SAPsd_mXw-uxIQ4zJPdgJWjcqcvrtmTdIOMRoUxyWn6df1QOgiORrHBkvUO_N39Xc', 'width': 768}]",661243951a681e6c180c326705f7ed029ce19e98,"['store', 'cafe', 'restaurant', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
4.3,Flavaboom,CnRqAAAAwTy-AEsZP29q7Sc-r2Yfd8jDT8b0C_6Ziin4dct7ePDmKQBYG4_6xcQKJk2fU4oXoiuFx-3cKRbsDci9QX-xeWq0ohyUTAEhfZ4Gyalq2PesAle2AG0yNmultqup_4WIJPUFXVV584jBSKBaDMIxmBIQWd6nlb2bn-Ko3fmEGt2FABoUMrWsPsTGF7zcBncODcBXy5PwjVE,1,40.739445,-73.995063,{'open_now': False},"600 6th Ave, New York","[{'height': 800, 'html_attributions': ['<a href=""https://plus.google.com/103384700862203204905"">Inna Shnaydman</a>'], 'photo_reference': 'CnRuAAAANoDNVLbt4ix0koKPc2--yubweKVPLoahRM5YaR0JsV25rcvcsmTMqb2UylVfdeOM30PaoUuFibGomtykTseqxHy1RKJjmik7ucFW1ecO37JoiZVRF3WQpGfZqYt6UbCBGXlvgmRDNjpgGCMjJC-UvBIQk0VuXSqnZ2LEXxobpZDbiRoUEdIVLQWL8PumDftdCHuIJK6cdt8', 'width': 532}]",7743191d1276a52247f2d8012489ba2931bc28ca,"['store', 'cafe', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Getting Hungry,CoQBcQAAAMKCiH8nAuVCdzR8KlnM3rd2pQb2g-7k9XeqVB7YywolHcv9-WMmUxklojQbZH6NuHy5sA6ZuB2BBfhl5nAAnRp7OJZq51tfl-bvEEzyBNPLOmOQTdj8S-7NLJo0mC5GBDfAo7Eew3JCg3_T0nK6OOmUZYfL-R69ZQMCZNteAszmEhCc9kjnPKIBrYPp0aJaAvZwGhST-Mq8ZwOxmBq50VeNui6fiFV-kg,1,40.728912,-74.005543,{'open_now': False},"225 Varick St, New York","[{'height': 780, 'html_attributions': [], 'photo_reference': 'CnRnAAAA0ZX7Z9nq0RRGFsXaG6cyLuN-LKdP9QWSIGslIsct_6ZN3lTrPk2IvlPxq4dgVFw6rgmYyjXmrzWrrzqyLA4euhEjqU6sTVxPc1KW1SMyrtmmAn8ytGqIffz6qDVHlo3AH-_jifB4r_xtdcFvT8FY-xIQtTIpVbFfjnLX80euHQcn-BoUufbbdPTHJcPBFoWEUsxnpt5Gewc', 'width': 1137}]",cd042572d533fe4cf60ff97bc92acab8077f0b29,"['store', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Mamá Inés Coffee Shop,CoQBeQAAAIJoTvEKRBFy7iAEhJ_jtTaCFiVPY4bBFnFoO4JHEtyBsS8pi2UKqSjBBF6ZWn-DlTv3tYeX5sAZNLHYZW6QMjsYWO6EqfzcrBVZKBKm0ZihLIfp4cde0X1fklrXgkKGYzoFfF0Ui3WETrXY1aINvksjDWhU1RMFCxq3BZFfPWmNEhCc4JSiO3qx32MElcI5g2CKGhRHoA6gxXLazxSEpY5naYoRRrIovQ,,40.872562,-73.877708,{'open_now': False},"3127 Hull Ave, New York",,aca33fc774eb8a66eb670f8b607c8fdc36fa78bc,"['cafe', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
4.6,Dun-Well Doughnuts,CoQBdAAAAAGyZCNR5PP84kjku8KegyaLt339FrRezl0ZFaNctSA8tgvFFZgfr1xrC0OGh_9B5VyN2uz87n8EQACMvXrVIJav5p1UDjtakMaN2rwrEuf7WpY7Xzz5_GT-Y12az40TdQTKDQE2CRXq4EbdzNtbO54oAPjDF_1EvMrbUF4Y6-qMEhAQjpJ0ZLf5atKyqcpGmuMDGhQbpRw-GnjFc_Tsw64hBbCAItmYYg,,40.707355,-73.940268,{'open_now': False},"222 Montrose Ave, Brooklyn","[{'height': 166, 'html_attributions': [], 'photo_reference': 'CnRnAAAAG4wXlpomR-Om4dhH-edQL14D8_ieHdyi5bYex3s-fqqY_ZoJSEf0K65fiySZaPUlIb10066WQGXi2PM-m2UqEahv6x3u8S7VTHA5n4ev6k78dYBtxLkiGrEJhl1wQP-A67xFLyyhTfJkn5l1qF7v6BIQD60fi4a3FUHtxc-Dzzc83hoUm8F4EecHNCVlcFIuB4pVZJKx42Q', 'width': 221}]",3faf64bc0a0004a98dce7f55b2841eb22a6edc23,"['store', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Park West Cafe,CnRwAAAAlrgiYbQ2MBdfsURZOK-XOoyrb1UCA_Q2oTMTiYbVnU_HE2fRDoEmflKfNeUGc6BGtFD8ofC6fPsU4_oGbtmsvvCK-Un63KNyWFb9NuRd277_hUipvD_3m2PyTtts87VqUpyMAcEWuqk3EI8_jdeL1BIQSldjTrupMNlk2A-RBZFC-RoUBNLY7_jnHrzcK0lkFgAU7Ad2aF8,,40.658501,-73.981835,{'open_now': False},"263 Prospect Park West, Brooklyn","[{'height': 258, 'html_attributions': [], 'photo_reference': 'CoQBewAAAFThLiLKQcK2PbOF3DnRVinW6JxK4KipFAzW2gzELHd4iGk2CPWh21ay6qTwqWmvjGVjx1GeB9ahs6rGZIkCQq663SLL1yK7-VGMy03EY0ZZldPEGvG6pD_K3BA6eUVGpwITIBY4xFkb-LNR4bVN2OVSjgto98LGNpTX90CsCmSJEhCp-4YQispVhal53Mm82NlDGhQFeR1aehArEvGR76VqirDfWG0BHg', 'width': 258}]",a20c48a44b9d31d670c57e760476fe1e32efea3a,"['cafe', 'restaurant', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Dunkin' Donuts,CnRwAAAAqdPuY7m9u4tntTNGre6MErAjHGGIHlFJ9eCixzGnM0ScLrQMYKOehOwjisjZJ0iDSvGh-rd3SlGUqXOzEr84BLcoO34Bhds3izby6pfftdPdQENokd9aqFZtgDs1Q1sspRNfElQl6GTt-gMfMdXM3xIQXv0_jFXC4qj_LN6R6nWwmBoUYV-JVL35Q8n9lOeqg_QkU2l6GJU,1,40.749934,-73.863098,{'open_now': True},"10227 Roosevelt Ave, Flushing",,23d80baeda61714b2a0663ece69aca9ac42d8b21,"['cafe', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Rinaldi Ricecream Cafe,CoQBeAAAACL0fkxoS_5N11Y9e44HP7a1trqx4VRaRbOXrq3n577PLoz7EOv5S1IWbdOJU0XkDLmZgV31nqfTgKJ-JckQ0WL9CQ7gYfeZ1VFJXpxNpoKI1W7Hr8RoSAhiCAA6COT8wnMFKlsZ54CA8mXeg5qc4jrRwrsdCn3-MOwCeJ7qskgMEhBfrQUCR1GmmFir8SxYcqW1GhQbtYqfjhAwccch_67vOR_eVJKLsw,,40.71651,-73.901858,,"6016 Fresh Pond Rd, Flushing",,864a9d3ee99e228be19b02e09b595c5a58c6b466,"['restaurant', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
,Astor Row Cafe,CnRvAAAAgI6MhYycVzwidhU7OGL4MrsnNhLfNt50RYNrA5VdikPqMWBxbe_0kT9hlvW9ujbNglCYyvedPMwxNrUIRhmoFHxNVoXqbpbqzK6a--x370JpVj5_tUdIPCF4VplvzbF2zKc38naC8j4xi4730D5qoxIQlfZ85V7H0RlWw8el6oA1fxoURu6YStbYTkzxDzcE3ANelJ88yGQ,,40.811015,-73.943102,{'open_now': False},"404 Lenox Ave, New York",,d89cdb4172ff1d85c810ff58d359d1af3e82371d,"['cafe', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
4.1,Dunkin' Donuts,CoQBcQAAAEjRmSaVDTtGlJ6q6Sq5D3aYfuJBqZ4RQcsnVhs-VPRZglteGwLKltM7gYZHqFz7ZrnwOEpXV-jxeEA-8rZYzcxhP4RZKTzGhHODvER6npI9TgsZDqdFdKpUg80ucvZQZwgcOzEnPwDBhlDSh0xqh78zeoVuwA7Gl0uLiFyvgO9dEhAmt0afzYMGGP9RV-MOdnKBGhSD8OKMd4nM86LPbwCuBzL6l86Bqg,1,40.762125,-73.868902,{'open_now': True},"100-09 Astoria Blvd, East Elmhurst",,0ee70dbac4d0c19df40e3a47a9968e75db39d9ba,"['cafe', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Black Cat Coffee,CoQBcgAAACm61TXOFyIHATSnSZFTiNPTzB-6JcNgJ3OX7lRPSPlKbXlkjeLultsafaKcwxKI6oQ4xM-57cudQ7bPGhxNiukcyG8jvPtVSXEERsUpT_BJchQNvdsD11PB3GDzEufKf3Vci-_MZNroe0cxx9GP030bc-aZ_rAEf0X84Uriu9NyEhDZ3rOJ1yjeDRvslrBmfGWgGhT9XAJt-NUSInW1fIBGEatMy86cGg,,40.719032,-73.984557,,"172 Rivington St, New York",,019b887a8dcf1ff8d0a8f6b5a3d1a74fc8084175,"['cafe', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Tatz Gourmet Sweetz,CoQBdgAAAPz-xv-9PMo3wMnhLYktzZwvmhEm0f5vM-yoOmyfIRCZkpQR7ajc0xzKp5jeeeCctc_GIoc18f105q_LWM9QNfWZH2AK0v8lxCqkjHZYQPUE6duKXEDr8VzmH_HXabiCEeW6qq0QM6myXLbMoCRiszTbmS8k72DvutC4I8sWOYm5EhDm9uTlGKvykuXtn-izieQUGhSBfkxxfl-K49pUxjH_TW6AP1I_iA,2,40.797536,-73.968224,{'open_now': False},"844 Amsterdam Ave, New York",,bf4381e7c0dca6c7a232811291822bd81d5c0317,"['bakery', 'store', 'cafe', 'restaurant', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
3.9,Starbucks,CnRrAAAAWziZWADMHqcJzwazc-AT5IxyFC8AJpcg4tgTni-QD_veMHjFbR0PLPwJOnmCBTqmSFz04MdKefDcJ5vvOf9-NW8VDsrRo4Z-9weGB_YTRUsvSnMzgE-WkDtfN4UEShp2g4vb6SsNHfyAL-1Um271zBIQG3XB_ob0WbNDlyg88G3vbxoUXE_c2cUqx01Td8SjAx4ESV2ciyA,2,40.756943,-73.976037,{'open_now': False},"425 Madison Ave, New York",,dafaab1b10e8d0c4d191a3a988fe6b91f5abf52c,"['cafe', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Cafe Abbondanza,CoQBcgAAABNFVLJIk7n2hWls4jIAqWWBlKJMowmta9KP1oO7zZRJ1AiGG7ZhtmlNpddcbfGnNfMM2n7M-nueBQb8fGNQ88WRErrLLNT1bswIxwD-HE00bOSpz2MeuSGxby8t5bfp2b9CDWH5jx-LSJHGIgIODT9mzemw_G5f0hv8TmxF97FlEhCk5eswbGnGjSf7jUfgizioGhTAeJnAPmrMaPk9CmI3alxcSG0A1A,1,40.758078,-73.984138,{'open_now': True},"146 W 46th St, New York",,4e885b6991f5a992c2b14717d68a64af13c09e1d,"['cafe', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
,Starbucks,CnRsAAAAUGQXTsUcPfpLt2A4Bd8Ven7_qNKy6S_viVu_8qDvSVdVzfMEVbE2ybdv-V0kd6ELPidnUA0AtJzpF_2EHSDUkzm1dJdvaRlgHXilQY-p4x2YdHyBcwWcFNDp4DeRUykVwAkZYQ5JtwdmM7BGXqu_lBIQQk5hev09lRw8XIhR_Xh4kBoUjQuqCeGVaGoTeUNeeDkqhkYiWtk,2,40.77995,-73.977268,{'open_now': False},"338 Columbus Ave, New York","[{'height': 2592, 'html_attributions': ['<a href=""https://plus.google.com/105713662046684716430"">Esteban de la Llave</a>'], 'photo_reference': 'CnRoAAAA6OMqWK-CGgZcmRGneLxnSpj50-cFiIg0A_FPwEc6Pjmcrwz7hmNStWmZaJK5BeW7qpYuc5I2r6L2TeX6ri4Kv_j21LRrw6VK3p8h3_ndSVWH05ldSDByz82zNXrzIAQgxpzECluvbIEqDhGfxBsPhhIQwJg7qEy7pYobGVBsio-z9hoUKyLZb0BXXqiEjfZrJuV2HKDU8ps', 'width': 1944}]",a580a6c5ce7ced5767767db42faad659ae7cc5d0,"['cafe', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
4.2,Garden Café,CnRtAAAAn__q4KnHUz-kXFH9BHZcuvemNQzDMM5EsnMh_eTdt-yQOBfFa1Fp0NgxwuHA1IYKKXkq3a4SC04GBf_fmE_pyCEVhQh6zgm-UfzrwLHsizNy3bKZ9Gn2hXoQ3GvwhLXGnCX2Ip5wQdrZnctLoMtqBhIQmMjUeF8_BMJAWEcBmH_nTRoUHO7fVxeNXr5DhRrVKMRCbqCqE5Y,2,40.868137,-73.920487,{'open_now': False},"4961 Broadway, New York",,2ca057a31d5f9266d880244ee3df0030ab4b5266,"['cafe', 'restaurant', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png
3.8,The New Amity Restaurant,CoQBegAAAO2o-rN8syhdHqX0q5N4JVB32KevLbmfxx1Titq9rSK5TSGHY6EpzNKYuriGtKsS1zYtP6JSq4KVNODbQHFPEFaooG71HvNdnran4HZDDGzSdzwLOhWHgSIbZAQPKGAaFVIAPs8Lj7rBg1jBCqC1s9UYfYWX8LDByP9VFtu_fzZEEhCLzE4arctLQHZRirSwE-nyGhTBgQL6HT2VMdy9ppqs3ahhKmp74w,2,40.779796,-73.959809,{'open_now': False},"1134 Madison Ave, New York","[{'height': 853, 'html_attributions': [], 'photo_reference': 'CnRnAAAAwkFbDPabOdmnZUWwvAfUKecTwXaUEOKgaLIKMKTNc5ZuD6R9wy12iC9L6959fLlJ47M3ooavmo2WqXUJMte3NQOO7Ujo_2t88LsJxgibYwCMEeJyHqCRk3a-Dy6SslKGDPc_aQpPpe7CFJhrb5YtJRIQrxiZs3GkVHNKEsYSwdv7KhoULJc9RJeu4mfrjK9gpKB0v11o5XU', 'width': 1280}]",a1d33c5c985ad20db03bba91179c407cfc5c889d,"['restaurant', 'food', 'establishment']",http://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png
